pair,her_age,her_field,her_race,her_racepref,her_religpref,her_income,her_goal,her_datefreq,her_outfreq,her_optimism,her_wantattr,her_wantsinc,her_wantintel,her_wantfun,her_wantamb,her_wantshar,her_selfattr,her_selfsinc,her_selffun,her_selfintel,her_selfamb,his_age,his_field,his_race,his_racepref,his_religpref,his_income,his_goal,his_datefreq,his_outfreq,his_optimism,his_wantattr,his_wantsinc,his_wantintel,his_wantfun,his_wantamb,his_wantshar,his_selfattr,his_selfsinc,his_selffun,his_selfintel,his_selfamb,her_dec,his_dec,wave,samerace,interests,match,her_noincome,his_noincome,agegap,agediff,her_fit,his_fit,passions,samefield,samecareer,samegoal,outgap,dategap,racepref_max,religpref_max,fold
"(208, 223)",25.0,10.0,1.0,2.0,1.0,62875.0,2.0,4.0,3.0,5.0,11.54,13.46,19.23,19.23,19.23,17.31,9.0,10.0,10.0,10.0,10.0,28.0,7.0,2.0,6.0,6.0,27248.0,2.0,4.0,2.0,7.0,17.39,17.39,19.57,19.57,10.87,15.22,7.0,8.0,7.0,9.0,6.0,0,1,9,0,0.15,0,0,0,3.0,-3.0,6.1152,8.3051,5,0,0,1,1.0,0.0,6.0,6.0,3
"(208, 224)",25.0,10.0,1.0,2.0,1.0,62875.0,2.0,4.0,3.0,5.0,11.54,13.46,19.23,19.23,19.23,17.31,9.0,10.0,10.0,10.0,10.0,32.0,3.0,2.0,1.0,3.0,,6.0,7.0,4.0,5.0,17.24,17.24,17.24,17.24,13.79,17.24,8.0,10.0,8.0,8.0,8.0,1,1,9,0,0.02,1,0,1,7.0,-7.0,6.8844,8.102599999999999,4,0,0,0,1.0,3.0,2.0,3.0,3
"(208, 225)",25.0,10.0,1.0,2.0,1.0,62875.0,2.0,4.0,3.0,5.0,11.54,13.46,19.23,19.23,19.23,17.31,9.0,10.0,10.0,10.0,10.0,28.0,8.0,3.0,4.0,9.0,,1.0,7.0,2.0,4.0,14.71,14.71,14.71,14.71,20.59,20.59,5.0,9.0,7.0,6.0,7.0,0,1,9,0,0.32,0,0,1,3.0,-3.0,5.6344,7.7959000000000005,8,0,1,0,1.0,3.0,4.0,9.0,3
"(208, 226)",25.0,10.0,1.0,2.0,1.0,62875.0,2.0,4.0,3.0,5.0,11.54,13.46,19.23,19.23,19.23,17.31,9.0,10.0,10.0,10.0,10.0,23.0,8.0,2.0,1.0,3.0,22805.0,2.0,3.0,1.0,3.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,10.0,10.0,10.0,10.0,1,1,9,0,0.22,1,0,0,2.0,2.0,8.269,8.7176,3,0,0,1,2.0,1.0,2.0,3.0,3
"(208, 227)",25.0,10.0,1.0,2.0,1.0,62875.0,2.0,4.0,3.0,5.0,11.54,13.46,19.23,19.23,19.23,17.31,9.0,10.0,10.0,10.0,10.0,26.0,8.0,2.0,7.0,7.0,56118.0,2.0,6.0,3.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,7.0,10.0,8.0,10.0,10.0,1,1,9,0,-0.15,1,0,0,1.0,-1.0,7.538200000000002,8.4,4,0,1,1,0.0,2.0,7.0,7.0,3
"(208, 228)",25.0,10.0,1.0,2.0,1.0,62875.0,2.0,4.0,3.0,5.0,11.54,13.46,19.23,19.23,19.23,17.31,9.0,10.0,10.0,10.0,10.0,24.0,10.0,4.0,1.0,4.0,,3.0,7.0,3.0,7.0,13.51,18.92,21.62,13.51,13.51,18.92,5.0,8.0,4.0,7.0,8.0,0,1,9,0,0.53,0,0,1,1.0,1.0,5.3075,7.971900000000001,6,1,0,0,0.0,3.0,2.0,4.0,3
"(208, 229)",25.0,10.0,1.0,2.0,1.0,62875.0,2.0,4.0,3.0,5.0,11.54,13.46,19.23,19.23,19.23,17.31,9.0,10.0,10.0,10.0,10.0,28.0,10.0,2.0,7.0,1.0,30146.0,1.0,6.0,3.0,3.0,21.43,16.67,21.43,16.67,11.9,11.9,8.0,7.0,5.0,10.0,10.0,1,1,9,0,-0.11,1,0,0,3.0,-3.0,6.672899999999999,8.5957,2,1,1,0,0.0,2.0,7.0,1.0,3
"(208, 230)",25.0,10.0,1.0,2.0,1.0,62875.0,2.0,4.0,3.0,5.0,11.54,13.46,19.23,19.23,19.23,17.31,9.0,10.0,10.0,10.0,10.0,42.0,13.0,2.0,5.0,1.0,39123.0,2.0,7.0,3.0,5.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,1,1,9,0,0.31,1,0,0,17.0,-17.0,4.9614,9.5239,7,0,1,1,0.0,3.0,5.0,1.0,3
"(208, 231)",25.0,10.0,1.0,2.0,1.0,62875.0,2.0,4.0,3.0,5.0,11.54,13.46,19.23,19.23,19.23,17.31,9.0,10.0,10.0,10.0,10.0,30.0,13.0,3.0,1.0,1.0,46153.0,1.0,6.0,3.0,5.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,1,1,9,0,0.62,1,0,0,5.0,-5.0,5.845999999999999,8.652000000000001,8,0,0,0,0.0,2.0,2.0,1.0,3
"(208, 232)",25.0,10.0,1.0,2.0,1.0,62875.0,2.0,4.0,3.0,5.0,11.54,13.46,19.23,19.23,19.23,17.31,9.0,10.0,10.0,10.0,10.0,31.0,13.0,2.0,4.0,7.0,45300.0,2.0,5.0,4.0,4.0,17.78,17.78,17.78,17.78,13.33,15.56,8.0,8.0,8.0,8.0,6.0,0,1,9,0,0.53,0,0,0,6.0,-6.0,6.230600000000001,8.2672,5,0,0,1,1.0,1.0,4.0,7.0,3
"(208, 233)",25.0,10.0,1.0,2.0,1.0,62875.0,2.0,4.0,3.0,5.0,11.54,13.46,19.23,19.23,19.23,17.31,9.0,10.0,10.0,10.0,10.0,29.0,13.0,4.0,1.0,1.0,42397.0,1.0,3.0,2.0,7.0,14.0,20.0,18.0,16.0,14.0,18.0,7.0,8.0,8.0,7.0,8.0,1,1,9,0,-0.03,1,0,0,4.0,-4.0,6.307500000000001,8.06,9,0,1,0,1.0,1.0,2.0,1.0,3
"(209, 214)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,23.0,10.0,2.0,6.0,8.0,46792.0,1.0,6.0,2.0,6.0,17.02,21.28,17.02,21.28,14.89,8.51,8.0,10.0,10.0,9.0,8.0,0,0,9,0,0.13,0,0,0,5.0,5.0,7.7389,7.191599999999999,1,0,0,0,0.0,0.0,7.0,8.0,3
"(209, 215)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,26.0,8.0,4.0,3.0,1.0,53501.0,1.0,4.0,1.0,7.0,14.89,19.15,21.28,19.15,14.89,10.64,7.0,8.0,9.0,9.0,9.0,0,0,9,0,-0.13,0,0,0,2.0,2.0,7.152,6.9786,2,0,1,0,1.0,2.0,7.0,3.0,3
"(209, 216)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,27.0,8.0,2.0,7.0,1.0,55080.0,2.0,5.0,3.0,6.0,7.5,17.5,20.0,22.5,12.5,20.0,5.0,10.0,9.0,9.0,10.0,0,1,9,0,0.09,0,0,0,1.0,1.0,7.478199999999999,6.3,0,0,1,0,1.0,1.0,7.0,3.0,3
"(209, 217)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,26.0,10.0,2.0,8.0,1.0,64716.0,5.0,4.0,2.0,3.0,21.28,17.02,21.28,12.77,6.38,21.28,7.0,10.0,7.0,10.0,10.0,0,0,9,0,0.29,0,0,0,2.0,2.0,7.5651,6.042999999999999,1,0,0,0,0.0,2.0,8.0,3.0,3
"(209, 218)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,24.0,10.0,2.0,9.0,5.0,,1.0,4.0,2.0,3.0,20.51,5.13,23.08,12.82,17.95,20.51,7.0,6.0,3.0,10.0,10.0,0,0,9,0,0.1,0,0,1,4.0,4.0,5.9999,5.974600000000001,1,0,0,0,0.0,2.0,9.0,5.0,3
"(209, 219)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,26.0,8.0,2.0,1.0,1.0,,1.0,3.0,2.0,7.0,16.28,16.28,18.6,16.28,16.28,16.28,7.0,7.0,6.0,9.0,6.0,0,0,9,0,0.33,0,0,1,2.0,2.0,5.9563,6.5116000000000005,1,0,1,0,0.0,3.0,7.0,3.0,3
"(209, 220)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,25.0,13.0,6.0,1.0,1.0,,1.0,5.0,2.0,10.0,16.67,16.67,16.67,16.67,14.81,18.52,10.0,10.0,10.0,10.0,10.0,0,1,9,0,-0.18,0,0,1,3.0,3.0,8.478,6.3525,3,1,0,0,0.0,1.0,7.0,3.0,3
"(209, 221)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,27.0,8.0,4.0,6.0,1.0,,2.0,6.0,3.0,6.0,15.56,17.78,17.78,17.78,17.78,13.33,7.0,9.0,7.0,9.0,9.0,0,0,9,0,-0.01,0,0,1,1.0,1.0,7.021599999999999,6.7788,1,0,1,0,1.0,0.0,7.0,3.0,3
"(209, 222)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,27.0,2.0,2.0,8.0,3.0,,2.0,6.0,3.0,3.0,9.52,19.05,23.81,19.05,4.76,23.81,4.0,9.0,7.0,9.0,4.0,0,0,9,0,0.38,0,0,1,1.0,1.0,5.8694,5.9524,3,0,0,0,1.0,0.0,8.0,3.0,3
"(209, 223)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,28.0,7.0,2.0,6.0,6.0,27248.0,2.0,4.0,2.0,7.0,17.39,17.39,19.57,19.57,10.87,15.22,7.0,8.0,7.0,9.0,6.0,0,0,9,0,-0.02,0,0,0,0.0,0.0,6.3476,6.5875,2,0,0,0,0.0,2.0,7.0,6.0,3
"(209, 224)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,32.0,3.0,2.0,1.0,3.0,,6.0,7.0,4.0,5.0,17.24,17.24,17.24,17.24,13.79,17.24,8.0,10.0,8.0,8.0,8.0,0,0,9,0,0.16,0,0,1,4.0,-4.0,7.2172,6.4475999999999996,2,0,0,0,2.0,1.0,7.0,3.0,3
"(209, 225)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,28.0,8.0,3.0,4.0,9.0,,1.0,7.0,2.0,4.0,14.71,14.71,14.71,14.71,20.59,20.59,5.0,9.0,7.0,6.0,7.0,0,1,9,0,0.09,0,0,1,0.0,0.0,5.9347,6.2073,3,0,1,0,0.0,1.0,7.0,9.0,3
"(209, 226)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,23.0,8.0,2.0,1.0,3.0,22805.0,2.0,3.0,1.0,3.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,10.0,10.0,10.0,10.0,0,0,9,0,0.1,0,0,0,5.0,5.0,8.478,6.9485,2,0,0,0,1.0,3.0,7.0,3.0,3
"(209, 227)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,26.0,8.0,2.0,7.0,7.0,56118.0,2.0,6.0,3.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,7.0,10.0,8.0,10.0,10.0,0,0,9,0,-0.03,0,0,0,2.0,2.0,7.739,6.66,2,0,1,0,1.0,0.0,7.0,7.0,3
"(209, 228)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,24.0,10.0,4.0,1.0,4.0,,3.0,7.0,3.0,7.0,13.51,18.92,21.62,13.51,13.51,18.92,5.0,8.0,4.0,7.0,8.0,0,1,9,0,0.51,0,0,1,4.0,4.0,5.521699999999999,6.323500000000001,2,0,0,1,1.0,1.0,7.0,4.0,3
"(209, 229)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,28.0,10.0,2.0,7.0,1.0,30146.0,1.0,6.0,3.0,3.0,21.43,16.67,21.43,16.67,11.9,11.9,8.0,7.0,5.0,10.0,10.0,0,0,9,0,-0.07,0,0,0,0.0,0.0,6.695500000000001,6.786100000000001,0,0,1,0,1.0,0.0,7.0,3.0,3
"(209, 230)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,42.0,13.0,2.0,5.0,1.0,39123.0,2.0,7.0,3.0,5.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,0,0,9,0,0.0,0,0,0,14.0,-14.0,5.0868,7.5714999999999995,2,1,1,0,1.0,1.0,7.0,3.0,3
"(209, 231)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,30.0,13.0,3.0,1.0,1.0,46153.0,1.0,6.0,3.0,5.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,0,0,9,0,0.45,0,0,0,2.0,-2.0,6.1953,6.861100000000001,4,1,0,0,1.0,0.0,7.0,3.0,3
"(209, 232)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,31.0,13.0,2.0,4.0,7.0,45300.0,2.0,5.0,4.0,4.0,17.78,17.78,17.78,17.78,13.33,15.56,8.0,8.0,8.0,8.0,6.0,0,0,9,0,0.32,0,0,0,3.0,-3.0,6.478000000000001,6.578200000000001,3,1,0,0,2.0,1.0,7.0,7.0,3
"(209, 233)",28.0,13.0,1.0,7.0,3.0,30855.0,3.0,6.0,2.0,7.0,13.04,21.74,17.39,17.39,15.22,15.22,7.0,9.0,8.0,7.0,8.0,29.0,13.0,4.0,1.0,1.0,42397.0,1.0,3.0,2.0,7.0,14.0,20.0,18.0,16.0,14.0,18.0,7.0,8.0,8.0,7.0,8.0,0,0,9,0,0.4,0,0,0,1.0,-1.0,6.4780999999999995,6.44,5,1,1,0,0.0,3.0,7.0,3.0,3
"(210, 214)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,23.0,10.0,2.0,6.0,8.0,46792.0,1.0,6.0,2.0,6.0,17.02,21.28,17.02,21.28,14.89,8.51,8.0,10.0,10.0,9.0,8.0,1,1,9,1,0.41,1,0,0,6.0,6.0,7.4008,7.2127,3,1,1,0,1.0,0.0,10.0,8.0,3
"(210, 215)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,26.0,8.0,4.0,3.0,1.0,53501.0,1.0,4.0,1.0,7.0,14.89,19.15,21.28,19.15,14.89,10.64,7.0,8.0,9.0,9.0,9.0,1,1,9,0,-0.01,1,0,0,3.0,3.0,6.8450999999999995,7.1275,4,0,0,0,2.0,2.0,10.0,4.0,3
"(210, 216)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,27.0,8.0,2.0,7.0,1.0,55080.0,2.0,5.0,3.0,6.0,7.5,17.5,20.0,22.5,12.5,20.0,5.0,10.0,9.0,9.0,10.0,0,1,9,1,0.37,0,0,0,2.0,2.0,6.8674,6.275,1,0,0,1,0.0,1.0,10.0,4.0,3
"(210, 217)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,26.0,10.0,2.0,8.0,1.0,64716.0,5.0,4.0,2.0,3.0,21.28,17.02,21.28,12.77,6.38,21.28,7.0,10.0,7.0,10.0,10.0,0,0,9,1,0.69,0,0,0,3.0,3.0,7.1562,6.319599999999999,5,1,1,0,1.0,2.0,10.0,4.0,3
"(210, 218)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,24.0,10.0,2.0,9.0,5.0,,1.0,4.0,2.0,3.0,20.51,5.13,23.08,12.82,17.95,20.51,7.0,6.0,3.0,10.0,10.0,0,0,9,1,0.56,0,0,1,5.0,5.0,5.9113999999999995,6.5131,3,1,1,0,1.0,2.0,10.0,5.0,3
"(210, 219)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,26.0,8.0,2.0,1.0,1.0,,1.0,3.0,2.0,7.0,16.28,16.28,18.6,16.28,16.28,16.28,7.0,7.0,6.0,9.0,6.0,1,0,9,1,0.57,0,0,1,3.0,3.0,5.889399999999999,6.7208,2,0,0,0,1.0,3.0,10.0,4.0,3
"(210, 220)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,25.0,13.0,6.0,1.0,1.0,,1.0,5.0,2.0,10.0,16.67,16.67,16.67,16.67,14.81,18.52,10.0,10.0,10.0,10.0,10.0,0,1,9,0,0.33,0,0,1,4.0,4.0,8.223,6.5006,6,0,0,0,1.0,1.0,10.0,4.0,3
"(210, 221)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,27.0,8.0,4.0,6.0,1.0,,2.0,6.0,3.0,6.0,15.56,17.78,17.78,17.78,17.78,13.33,7.0,9.0,7.0,9.0,9.0,0,1,9,0,-0.02,0,0,1,2.0,2.0,6.689499999999999,6.9344,1,0,0,1,0.0,0.0,10.0,4.0,3
"(210, 222)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,27.0,2.0,2.0,8.0,3.0,,2.0,6.0,3.0,3.0,9.52,19.05,23.81,19.05,4.76,23.81,4.0,9.0,7.0,9.0,4.0,0,1,9,1,0.55,0,0,1,2.0,2.0,5.534,5.999900000000001,4,0,1,1,0.0,0.0,10.0,4.0,3
"(210, 223)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,28.0,7.0,2.0,6.0,6.0,27248.0,2.0,4.0,2.0,7.0,17.39,17.39,19.57,19.57,10.87,15.22,7.0,8.0,7.0,9.0,6.0,0,1,9,1,0.06,0,0,0,1.0,1.0,6.2006,6.6962,3,0,1,1,1.0,2.0,10.0,6.0,3
"(210, 224)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,32.0,3.0,2.0,1.0,3.0,,6.0,7.0,4.0,5.0,17.24,17.24,17.24,17.24,13.79,17.24,8.0,10.0,8.0,8.0,8.0,0,1,9,1,0.12,0,0,1,3.0,-3.0,6.889600000000001,6.585500000000001,1,0,0,0,1.0,1.0,10.0,4.0,3
"(210, 225)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,28.0,8.0,3.0,4.0,9.0,,1.0,7.0,2.0,4.0,14.71,14.71,14.71,14.71,20.59,20.59,5.0,9.0,7.0,6.0,7.0,1,0,9,0,0.25,0,0,1,1.0,1.0,5.4673,6.4132,5,0,0,0,1.0,1.0,10.0,9.0,3
"(210, 226)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,23.0,8.0,2.0,1.0,3.0,22805.0,2.0,3.0,1.0,3.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,10.0,10.0,10.0,10.0,1,0,9,1,0.26,0,0,0,6.0,6.0,8.223,7.025400000000001,2,0,0,1,2.0,3.0,10.0,4.0,3
"(210, 227)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,26.0,8.0,2.0,7.0,7.0,56118.0,2.0,6.0,3.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,7.0,10.0,8.0,10.0,10.0,0,0,9,1,0.25,0,0,0,3.0,3.0,7.311800000000001,6.9,3,0,0,1,0.0,0.0,10.0,7.0,3
"(210, 228)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,24.0,10.0,4.0,1.0,4.0,,3.0,7.0,3.0,7.0,13.51,18.92,21.62,13.51,13.51,18.92,5.0,8.0,4.0,7.0,8.0,0,1,9,0,0.31,0,0,1,5.0,5.0,5.156000000000001,6.5667,3,1,1,0,0.0,1.0,10.0,4.0,3
"(210, 229)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,28.0,10.0,2.0,7.0,1.0,30146.0,1.0,6.0,3.0,3.0,21.43,16.67,21.43,16.67,11.9,11.9,8.0,7.0,5.0,10.0,10.0,1,1,9,1,0.27,1,0,0,1.0,1.0,6.578200000000001,7.047900000000001,2,1,0,0,0.0,0.0,10.0,4.0,3
"(210, 230)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,42.0,13.0,2.0,5.0,1.0,39123.0,2.0,7.0,3.0,5.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,0,1,9,1,0.4,0,0,0,13.0,-13.0,4.9338,7.5953,4,0,0,1,0.0,1.0,10.0,4.0,3
"(210, 231)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,30.0,13.0,3.0,1.0,1.0,46153.0,1.0,6.0,3.0,5.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,0,0,9,0,0.54,0,0,0,1.0,-1.0,6.222900000000001,6.861100000000001,4,0,0,0,0.0,0.0,10.0,4.0,3
"(210, 232)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,31.0,13.0,2.0,4.0,7.0,45300.0,2.0,5.0,4.0,4.0,17.78,17.78,17.78,17.78,13.33,15.56,8.0,8.0,8.0,8.0,6.0,0,1,9,1,0.57,0,0,0,2.0,-2.0,6.3562,6.711500000000001,4,0,0,1,1.0,1.0,10.0,7.0,3
"(210, 233)",29.0,10.0,2.0,10.0,4.0,46800.0,2.0,6.0,3.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,29.0,13.0,4.0,1.0,1.0,42397.0,1.0,3.0,2.0,7.0,14.0,20.0,18.0,16.0,14.0,18.0,7.0,8.0,8.0,7.0,8.0,0,1,9,0,-0.22,0,0,0,0.0,0.0,6.1784,6.56,5,0,0,0,1.0,3.0,10.0,4.0,3
"(211, 214)",28.0,13.0,2.0,9.0,1.0,,2.0,4.0,1.0,5.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,23.0,10.0,2.0,6.0,8.0,46792.0,1.0,6.0,2.0,6.0,17.02,21.28,17.02,21.28,14.89,8.51,8.0,10.0,10.0,9.0,8.0,0,1,9,1,0.0,0,1,0,5.0,5.0,7.707800000000001,7.8937,4,0,0,0,1.0,2.0,9.0,8.0,3
"(211, 215)",28.0,13.0,2.0,9.0,1.0,,2.0,4.0,1.0,5.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,26.0,8.0,4.0,3.0,1.0,53501.0,1.0,4.0,1.0,7.0,14.89,19.15,21.28,19.15,14.89,10.64,7.0,8.0,9.0,9.0,9.0,0,1,9,0,0.23,0,1,0,2.0,2.0,7.1988,7.7446,6,0,0,0,0.0,0.0,9.0,1.0,3
"(211, 216)",28.0,13.0,2.0,9.0,1.0,,2.0,4.0,1.0,5.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,27.0,8.0,2.0,7.0,1.0,55080.0,2.0,5.0,3.0,6.0,7.5,17.5,20.0,22.5,12.5,20.0,5.0,10.0,9.0,9.0,10.0,0,1,9,1,0.42,0,1,0,1.0,1.0,7.3624,7.05,1,0,0,1,2.0,1.0,9.0,1.0,3
"(211, 217)",28.0,13.0,2.0,9.0,1.0,,2.0,4.0,1.0,5.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,26.0,10.0,2.0,8.0,1.0,64716.0,5.0,4.0,2.0,3.0,21.28,17.02,21.28,12.77,6.38,21.28,7.0,10.0,7.0,10.0,10.0,0,1,9,1,0.12,0,1,0,2.0,2.0,7.5078000000000005,6.660099999999999,6,0,0,0,1.0,0.0,9.0,1.0,3
"(211, 218)",28.0,13.0,2.0,9.0,1.0,,2.0,4.0,1.0,5.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,24.0,10.0,2.0,9.0,5.0,,1.0,4.0,2.0,3.0,20.51,5.13,23.08,12.82,17.95,20.51,7.0,6.0,3.0,10.0,10.0,0,0,9,1,-0.07,0,1,1,4.0,4.0,6.1262,6.743899999999999,4,0,0,0,1.0,0.0,9.0,5.0,3
