pair,w_age,w_field,w_field_cd,w_undergra,w_mn_sat,w_tuition,w_race,w_imprace,w_imprelig,w_from,w_zipcode,w_income,w_goal,w_date,w_go_out,w_career,w_career_c,w_sports,w_tvsports,w_exercise,w_dining,w_museums,w_art,w_hiking,w_gaming,w_clubbing,w_reading,w_tv,w_theater,w_movies,w_concerts,w_music,w_shopping,w_yoga,w_exphappy,w_expnum,w_attr1_1,w_sinc1_1,w_intel1_1,w_fun1_1,w_amb1_1,w_shar1_1,w_attr4_1,w_sinc4_1,w_intel4_1,w_fun4_1,w_amb4_1,w_shar4_1,w_attr2_1,w_sinc2_1,w_intel2_1,w_fun2_1,w_amb2_1,w_shar2_1,w_attr3_1,w_sinc3_1,w_fun3_1,w_intel3_1,w_amb3_1,w_attr5_1,w_sinc5_1,w_intel5_1,w_fun5_1,w_amb5_1,w_order,w_round,m_age,m_field,m_field_cd,m_undergra,m_mn_sat,m_tuition,m_race,m_imprace,m_imprelig,m_from,m_zipcode,m_income,m_goal,m_date,m_go_out,m_career,m_career_c,m_sports,m_tvsports,m_exercise,m_dining,m_museums,m_art,m_hiking,m_gaming,m_clubbing,m_reading,m_tv,m_theater,m_movies,m_concerts,m_music,m_shopping,m_yoga,m_exphappy,m_expnum,m_attr1_1,m_sinc1_1,m_intel1_1,m_fun1_1,m_amb1_1,m_shar1_1,m_attr4_1,m_sinc4_1,m_intel4_1,m_fun4_1,m_amb4_1,m_shar4_1,m_attr2_1,m_sinc2_1,m_intel2_1,m_fun2_1,m_amb2_1,m_shar2_1,m_attr3_1,m_sinc3_1,m_fun3_1,m_intel3_1,m_amb3_1,m_attr5_1,m_sinc5_1,m_intel5_1,m_fun5_1,m_amb5_1,m_order,m_round,wave,position,samerace,int_corr,match
"(331, 337)",34.0,Early Childhood Education,9.0,Univ. of Connecticut,1140.0,14942.0,2.0,1.0,1.0,New Jersey,,,1.0,6.0,3.0,Early Childhood Ed. - College/univ. faculity,2.0,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,4.0,,15.0,15.0,10.0,25.0,10.0,25.0,20.0,10.0,10.0,30.0,10.0,20.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,9.0,7.0,4.0,7.0,7.0,7.0,9.0,7.0,8,9,28.0,Urban Planning,5.0,Texas A&M,1178.0,10052.0,2.0,1.0,1.0,"Dallas, Texas",,,1.0,5.0,3.0,Civil Engineer,5.0,9.0,9.0,8.0,8.0,8.0,7.0,5.0,4.0,6.0,7.0,5.0,7.0,8.0,7.0,6.0,4.0,4.0,5.0,,17.0,17.0,17.0,17.0,16.0,16.0,20.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,16.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9,10,13,8,1,0.24,0
"(331, 338)",34.0,Early Childhood Education,9.0,Univ. of Connecticut,1140.0,14942.0,2.0,1.0,1.0,New Jersey,,,1.0,6.0,3.0,Early Childhood Ed. - College/univ. faculity,2.0,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,4.0,,15.0,15.0,10.0,25.0,10.0,25.0,20.0,10.0,10.0,30.0,10.0,20.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,9.0,7.0,4.0,7.0,7.0,7.0,9.0,7.0,9,9,27.0,Urban Planning,5.0,"Rizvi College of Architecture, Bombay University",,,6.0,1.0,1.0,"Bombay, India",,,1.0,4.0,2.0,Real Estate Consulting,7.0,4.0,2.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,10.0,7.0,7.0,5.0,10.0,2.0,,10.0,20.0,25.0,20.0,20.0,5.0,25.0,5.0,20.0,25.0,10.0,15.0,25.0,10.0,20.0,25.0,10.0,10.0,7.0,9.0,7.0,9.0,10.0,7.0,9.0,9.0,7.0,9.0,10,10,13,8,0,0.43,0
"(331, 339)",34.0,Early Childhood Education,9.0,Univ. of Connecticut,1140.0,14942.0,2.0,1.0,1.0,New Jersey,,,1.0,6.0,3.0,Early Childhood Ed. - College/univ. faculity,2.0,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,4.0,,15.0,15.0,10.0,25.0,10.0,25.0,20.0,10.0,10.0,30.0,10.0,20.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,9.0,7.0,4.0,7.0,7.0,7.0,9.0,7.0,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,13,8,0,,0
"(331, 340)",34.0,Early Childhood Education,9.0,Univ. of Connecticut,1140.0,14942.0,2.0,1.0,1.0,New Jersey,,,1.0,6.0,3.0,Early Childhood Ed. - College/univ. faculity,2.0,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,4.0,,15.0,15.0,10.0,25.0,10.0,25.0,20.0,10.0,10.0,30.0,10.0,20.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,9.0,7.0,4.0,7.0,7.0,7.0,9.0,7.0,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,13,8,0,,0
"(341, 361)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,2,18,34.0,Intellectual Property Law,1.0,Columbia,1430.0,26908.0,2.0,5.0,5.0,Bronx Science,"10,469",35187.0,2.0,6.0,6.0,Intellectual Property Attorney,1.0,3.0,1.0,3.0,5.0,9.0,10.0,3.0,3.0,4.0,10.0,6.0,8.0,9.0,7.0,7.0,3.0,2.0,5.0,,30.0,20.0,30.0,5.0,5.0,10.0,30.0,20.0,10.0,10.0,0.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0,7.0,7.0,5.0,7.0,9.0,7.0,7.0,7.0,3.0,3.0,2,20,14,5,0,0.71,0
"(341, 362)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,14,18,30.0,Law,1.0,Univeristy of Barcelona,,,2.0,1.0,1.0,Spain,,,1.0,4.0,3.0,Law,1.0,8.0,2.0,1.0,9.0,6.0,6.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0,7.0,2.0,9.0,,20.51,14.53,24.79,17.09,5.98,17.09,25.0,25.0,20.0,10.0,10.0,10.0,33.0,17.0,16.0,33.0,0.0,1.0,7.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,10.0,8.0,16,20,14,5,0,0.49,0
"(341, 363)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,11,18,23.0,engineering,5.0,lipscomb university,,,4.0,1.0,1.0,"nashville, TN","37,204",26298.0,3.0,6.0,2.0,investment banking,7.0,3.0,3.0,9.0,10.0,4.0,5.0,8.0,6.0,9.0,7.0,5.0,5.0,8.0,7.0,5.0,8.0,5.0,7.0,,25.0,20.0,20.0,20.0,5.0,10.0,15.0,25.0,20.0,25.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0,5.0,7.0,8.0,8.0,3.0,5.0,8.0,7.0,7.0,4.0,13,20,14,5,1,0.21,0
"(341, 364)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,13,18,27.0,MBA Finance,8.0,Florida International University,1110.0,10450.0,3.0,6.0,2.0,Miami,"34,105",,3.0,4.0,2.0,Consulting,7.0,9.0,7.0,9.0,9.0,4.0,3.0,3.0,5.0,1.0,9.0,5.0,4.0,7.0,5.0,6.0,8.0,1.0,6.0,,25.0,25.0,25.0,15.0,10.0,0.0,20.0,10.0,20.0,10.0,20.0,20.0,25.0,10.0,25.0,20.0,15.0,5.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,15,20,14,5,0,-0.21,0
"(341, 365)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,9,18,30.0,MBA,8.0,HEC FRance,,,2.0,1.0,1.0,France,"94,130",,1.0,2.0,1.0,Make money,10.0,7.0,3.0,3.0,9.0,9.0,10.0,8.0,4.0,8.0,8.0,1.0,5.0,7.0,9.0,10.0,5.0,5.0,8.0,,31.58,10.53,15.79,21.05,10.53,10.53,30.0,10.0,10.0,20.0,15.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0,8.0,2.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,7.0,9,20,14,5,0,0.45,0
"(341, 366)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,12,18,27.0,Business,8.0,Monash University - Australia,,,2.0,4.0,6.0,Australia,"3,186",,1.0,4.0,1.0,Art Management,6.0,6.0,6.0,4.0,8.0,9.0,9.0,7.0,6.0,8.0,9.0,4.0,6.0,7.0,10.0,10.0,8.0,6.0,5.0,,14.0,18.0,17.0,16.0,15.0,20.0,20.0,15.0,15.0,20.0,10.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0,6.0,8.0,9.0,8.0,10.0,5.0,8.0,8.0,10.0,10.0,14,20,14,5,0,0.55,1
"(341, 367)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,5,18,27.0,International Affairs,13.0,Harvard University,1400.0,26019.0,2.0,6.0,3.0,"Toronto, Canada",,,3.0,4.0,1.0,Political Development in Africa,13.0,6.0,7.0,8.0,8.0,5.0,5.0,3.0,4.0,8.0,5.0,6.0,3.0,3.0,7.0,8.0,7.0,2.0,8.0,,30.0,15.0,20.0,25.0,5.0,5.0,25.0,20.0,15.0,20.0,5.0,15.0,20.0,25.0,25.0,10.0,15.0,5.0,7.0,7.0,8.0,7.0,5.0,7.0,5.0,6.0,9.0,6.0,5,20,14,5,0,-0.16,0
"(341, 368)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,3,18,24.0,Intrernational Affairs,13.0,Cambridge University,,10800.0,6.0,1.0,1.0,UK/Turkey,,,1.0,4.0,2.0,Journalist,6.0,4.0,6.0,4.0,8.0,9.0,7.0,3.0,8.0,9.0,9.0,9.0,7.0,9.0,8.0,9.0,8.0,4.0,4.0,,20.0,10.0,25.0,20.0,10.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,20.0,20.0,20.0,15.0,15.0,10.0,6.0,8.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,8.0,3,20,14,5,0,0.56,1
"(341, 369)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,7,18,25.0,Clinical Psychology,3.0,Boston College,1310.0,25026.0,2.0,1.0,8.0,"Boston, MA","46,818",31148.0,2.0,5.0,3.0,"clinical psychologist, researcher, professor",3.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,,17.0,18.0,28.0,27.0,5.0,5.0,65.0,0.0,8.0,15.0,0.0,12.0,50.0,5.0,10.0,20.0,5.0,10.0,6.0,9.0,9.0,10.0,7.0,6.0,9.0,10.0,9.0,7.0,7,20,14,5,0,0.57,0
"(341, 370)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,1,18,28.0,MBA,8.0,Cornell,1360.0,26062.0,2.0,7.0,4.0,New York,"11,363",55704.0,3.0,4.0,1.0,Consulting,7.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0,8.0,6.0,9.0,9.0,9.0,8.0,6.0,9.0,9.0,9.0,1,20,14,5,0,-0.14,0
"(341, 371)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,4,18,27.0,MBA,8.0,Illinois,,8421.0,2.0,3.0,1.0,Chicago,"60,521",69487.0,5.0,7.0,1.0,Intl Development,9.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,,40.0,0.0,10.0,50.0,0.0,0.0,30.0,10.0,20.0,20.0,20.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4,20,14,5,0,-0.23,1
"(341, 372)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,17,18,27.0,Business,8.0,Harvard College,1400.0,26019.0,2.0,9.0,7.0,Midwest USA,"66,208",46138.0,2.0,5.0,2.0,undecided,10.0,9.0,10.0,8.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,6.0,8.0,6.0,7.0,7.0,4.0,2.0,5.0,,30.0,15.0,15.0,20.0,5.0,15.0,40.0,15.0,10.0,20.0,0.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0,7.0,8.0,8.0,9.0,8.0,7.0,8.0,8.0,8.0,7.0,19,20,14,5,0,0.0,0
"(341, 373)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,18,18,29.0,MBA,8.0,Universidad de Costa Rica,,,3.0,3.0,1.0,Costa Rica,"9,971,200",,2.0,5.0,2.0,Business Consulting,7.0,7.0,5.0,8.0,8.0,7.0,6.0,3.0,5.0,9.0,8.0,2.0,3.0,4.0,5.0,9.0,8.0,2.0,9.0,,75.0,5.0,5.0,10.0,0.0,5.0,85.0,0.0,5.0,5.0,0.0,5.0,80.0,5.0,5.0,5.0,5.0,0.0,9.0,8.0,9.0,9.0,9.0,9.0,7.0,8.0,10.0,8.0,20,20,14,5,0,-0.13,0
"(341, 374)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,10,18,30.0,BUSINESS CONSULTING,8.0,SOGANG UNIVERSITY(KOREA),,,4.0,6.0,6.0,SOUTH KOREA,"135,110",,2.0,4.0,2.0,CONSULTING,7.0,10.0,10.0,8.0,7.0,8.0,8.0,5.0,5.0,6.0,5.0,6.0,9.0,10.0,9.0,8.0,4.0,4.0,7.0,,50.0,10.0,10.0,10.0,5.0,15.0,35.0,20.0,20.0,10.0,5.0,10.0,60.0,10.0,10.0,10.0,5.0,5.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,11,20,14,5,1,-0.15,0
"(341, 375)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,6,18,27.0,MBA,8.0,University of Texas,990.0,10096.0,2.0,3.0,2.0,Yugoslavia,0,,1.0,3.0,1.0,Private Equity,1.0,9.0,8.0,5.0,8.0,4.0,4.0,2.0,2.0,7.0,5.0,6.0,5.0,6.0,3.0,6.0,7.0,3.0,5.0,,30.0,20.0,15.0,15.0,8.0,12.0,23.0,15.0,15.0,15.0,27.0,5.0,30.0,10.0,10.0,15.0,25.0,10.0,8.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0,6,20,14,5,0,-0.13,0
"(341, 376)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,8,18,25.0,business,8.0,"u of southern california, economics",1320.0,25533.0,4.0,10.0,7.0,los angeles,"48,098",66827.0,2.0,5.0,2.0,still wondering,10.0,4.0,1.0,4.0,10.0,5.0,6.0,7.0,7.0,3.0,3.0,9.0,7.0,9.0,5.0,6.0,9.0,5.0,5.0,,30.0,10.0,15.0,20.0,15.0,10.0,40.0,5.0,15.0,15.0,5.0,20.0,30.0,10.0,20.0,10.0,20.0,10.0,6.0,10.0,8.0,9.0,10.0,6.0,9.0,10.0,8.0,10.0,8,20,14,5,1,0.5,0
"(341, 377)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,15,18,26.0,business school,8.0,nyu,1340.0,25380.0,4.0,3.0,2.0,new york,"7,039",,1.0,5.0,1.0,investment management,7.0,7.0,9.0,6.0,6.0,3.0,3.0,1.0,7.0,8.0,6.0,8.0,5.0,8.0,7.0,8.0,6.0,2.0,6.0,,25.0,20.0,10.0,20.0,15.0,10.0,45.0,10.0,5.0,30.0,5.0,5.0,20.0,25.0,20.0,20.0,10.0,5.0,7.0,8.0,8.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0,17,20,14,5,1,-0.23,0
"(341, 378)",23.0,Political Science,13.0,Barnard College,1330.0,24036.0,4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,16,18,29.0,MBA,8.0,Northwestern University,1159.0,25839.0,2.0,3.0,2.0,Wisconsin,"53,012",42897.0,6.0,5.0,2.0,Finance Related,7.0,9.0,5.0,10.0,5.0,4.0,4.0,2.0,1.0,8.0,7.0,3.0,3.0,8.0,5.0,8.0,5.0,2.0,6.0,,25.0,15.0,20.0,20.0,10.0,10.0,10.0,10.0,20.0,20.0,30.0,10.0,25.0,10.0,10.0,15.0,30.0,10.0,6.0,7.0,7.0,9.0,7.0,6.0,6.0,9.0,8.0,7.0,18,20,14,5,0,-0.2,0
"(342, 361)",33.0,Ed.D. in higher education policy at TC,9.0,University of Michigan-Ann Arbor,1290.0,21645.0,3.0,2.0,1.0,"Palo Alto, CA",,,1.0,6.0,3.0,University President,2.0,3.0,4.0,4.0,10.0,9.0,10.0,1.0,1.0,8.0,7.0,10.0,8.0,10.0,1.0,4.0,10.0,4.0,2.0,,40.0,15.0,25.0,5.0,15.0,0.0,55.0,10.0,5.0,15.0,5.0,10.0,70.0,5.0,5.0,15.0,5.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,17,18,34.0,Intellectual Property Law,1.0,Columbia,1430.0,26908.0,2.0,5.0,5.0,Bronx Science,"10,469",35187.0,2.0,6.0,6.0,Intellectual Property Attorney,1.0,3.0,1.0,3.0,5.0,9.0,10.0,3.0,3.0,4.0,10.0,6.0,8.0,9.0,7.0,7.0,3.0,2.0,5.0,,30.0,20.0,30.0,5.0,5.0,10.0,30.0,20.0,10.0,10.0,0.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0,7.0,7.0,5.0,7.0,9.0,7.0,7.0,7.0,3.0,3.0,19,20,14,2,0,0.47,0
"(342, 362)",33.0,Ed.D. in higher education policy at TC,9.0,University of Michigan-Ann Arbor,1290.0,21645.0,3.0,2.0,1.0,"Palo Alto, CA",,,1.0,6.0,3.0,University President,2.0,3.0,4.0,4.0,10.0,9.0,10.0,1.0,1.0,8.0,7.0,10.0,8.0,10.0,1.0,4.0,10.0,4.0,2.0,,40.0,15.0,25.0,5.0,15.0,0.0,55.0,10.0,5.0,15.0,5.0,10.0,70.0,5.0,5.0,15.0,5.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11,18,30.0,Law,1.0,Univeristy of Barcelona,,,2.0,1.0,1.0,Spain,,,1.0,4.0,3.0,Law,1.0,8.0,2.0,1.0,9.0,6.0,6.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0,7.0,2.0,9.0,,20.51,14.53,24.79,17.09,5.98,17.09,25.0,25.0,20.0,10.0,10.0,10.0,33.0,17.0,16.0,33.0,0.0,1.0,7.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,10.0,8.0,13,20,14,2,0,0.31,0
